Age,Author,Author_Info,Binding,Brand,Dimensions (L X B X H),Edition,Editor,Exam,Group,Image,Imprint,ISBN_10,ISBN_13,Language,Model,Name,Pages,Price,Product_Code_1,Product_Code_2,Publication_Month,Publication_Year,Publisher,Series_Name,Type,Unique_Id,University,Weight_Gram
,['Luanne Rice'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553589702_44120/0x1920/70/0.jpg,,553589709,9780553589702,English,4244,What Matters Most,496,440,9780553589702_44120,10046058,,2008,CRC Press,,Bestseller Books,eb17f847530071d0143cd15a736380a5,,500
,['Elmore Leonard'],,Hardcover,William Morrow And Company,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780060083977_61036/0x1920/70/0.jpg,,60083972,9780060083977,English,140411,When The Women Come Out To Dance: Stories (Leonard Elmore),240,1679,9780060083977_61036,12155449,,2003,Cambridge University Press,,Bestseller Books,6df2b037533df1b312c074363fa628e9,,500
,,,Paperback,Picador (Pp),,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447283317_30212/0x1920/70/0.jpg,,1447283317,9781447283317,Others,103738,Yes Please,288,499,9781447283317_30212,12196957,,2015,Picador (Pp),,Bestseller Books,22cd01e0be348d76c2ac9f977bc761f9,,500
,,,Others,Duckworth Overlook,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780715645208_20038/0x1920/70/6.jpg,,,,Others,13266,Zombie Survival Guide,,299,9780715645208_20038,9566468,,,Mosby,,Bestseller Books,c79b01f0e4376a36fb94760a15f46987,,500
,['Robin Cook'],,Paperback,Pan Macmillan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447297604_20822/0x1920/70/0.jpg,,1447297601,9781447297604,English,4117,Host,400,350,9781447297604_20822,31971130,,2015,Pan Macmillan,,Bestseller Books,034d0b966b3a2cdbb5c406fb57e32931,,500
,['Stephen King'],,Paperback,Hodder And Stoughton,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781444720716_21345/0x1920/70/0.jpg,Hodder Paperbacks,1444720716,9781444720716,English,8198,Misery,384,399,9781444720716_21345,51087131,,2011,Hodder And Stoughton,,Bestseller Books,1dcfed275b3ba9b81cb318ec92a0896c,,260
,['James Herbert'],"James Herbert was not just Britain s number one bestselling writer of chiller fiction, a position he held ever since publication of his first novel, but was also one of our greatest popular novelists. Widely imitated and hugely influential, his twenty-three novels have sold more than fifty...View More\n \n James Herbert was not just Britain s number one bestselling writer of chiller fiction, a position he held ever since publication of his first novel, but was also one of our greatest popular novelists. Widely imitated and hugely influential, his twenty-three novels have sold more than fifty-four million copies worldwide, and have been translated into over thirty languages, including Russian and Chinese. In 2010, he was made the Grand Master of Horror by the World Horror Convention and was also awarded an OBE by the Queen for services to literature. His final novel was Ash. James Herbert died in March 2013.",Paperback,Pan Macmillan India,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447264507_44120/0x1920/70/0.jpg,Pan,1447264509,9781447264507,English,5854,The Rats,208,757,9781447264507_44120,13664494,,2014,Pan Macmillan India,,Bestseller Books,f3ddcff8686a70ce89ecdb10b009e662,,500
,['Joyce Carol Oates'],,Paperback,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780812968347_44120/0x1920/70/0.jpg,Modern Library,812968344,9780812968347,English,8095,A Garden Of Earthly Delights,,879,9780812968347_44120,13595030,,2003,Random House Publishing Group,,Bestseller Books,a70461f2fd170fda75cc53c03f4ebb60,,500
,['Peter Mayle'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780375705625_44120/0x1920/70/0.jpg,Vintage,375705627,9780375705625,English,4244,A Good Year,,831,9780375705625_44120,13598286,,2005,Random House,,Bestseller Books,5f37b1664e65f4fb0a0264a0583d3945,,500
,['Sylvia Day'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781472200761_21345/0x1920/70/0.jpeg,,1472200764,9781472200761,English,439730,A Hunger So Wild: A Renegade Angels Novel,368,325,9781472200761_21345,51083179,,2013,Eternal Romance,,Bestseller Books,3d8cc23b3894a85e5bc32ce0c10cf80a,,500
,['Jeffrey Archer'],,Paperback,HARPER COLLINS INDIA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780330419055_27296/0x1920/70/6.jpg,,330419056,9780330419055,English,6173,A Matter Of Honor,200,399,9780330419055_27296,6258206,,2003,HARPER COLLINS INDIA,,Bestseller Books,d33a4c5c8c9e25562e2397241f4aade2,,
,['Tawny Weber'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351067450_225808/0x1920/70/0.jpg,Harlequin,9351067459,9789351067450,English,5789,A Seal's Secret,192,150,9789351067450_225808,44859760,,2015,Harper Collins Publishers India,,Bestseller Books,ec6a12c99083dd06408bbb2b0a9d40e9,,200
,['Gimenez Mark'],,Paperback,Vanguard,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781593154776_44120/0x1920/70/0.jpg,,1593154771,9781593154776,English,90783,Abduction,512,462,9781593154776_44120,13598587,,2008,Vanguard,,Bestseller Books,01dbd3c389616291517e2d15d9913aae,,500
,,,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351067573_225808/0x1920/70/0.jpg,Harlequin,9351067572,9789351067573,English,5789,After Hours with Her Ex,192,150,9789351067573_225808,44859769,,2015,Harper Collins Publishers India,,Bestseller Books,d099a55b72f2cbcd230b5ec9f1daa653,,500
,['Moby Principe Crisell White'],,Paperback,St Martin'S Press C/O Melia,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780312429881_44120/0x1920/70/0.jpg,,312429819,9780312429881,English,8703,Alone In The Crowd,225,925,9780312429881_44120,13572247,,2010,St Martin'S Press C/O Melia,,Bestseller Books,9dd48a540b97d24b3270bf9be939335b,,500
,['Elizabeth Noble'],,Paperback,Hodder & Stoughton Paperbacks,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780340838075_193994/0x1920/70/0.jpg,,340838078,9780340838075,English,156088,Alphabet Weekends,432,599,9780340838075_193994,46782343,,2006,Hodder & Stoughton Paperbacks,,Bestseller Books,096f894aaf91fa94027e77a94b44ea49,,500
,['Dan Brown'],,Paperback,Pocket Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781416578741_44120/0x1920/70/0.jpg,,1416578749,9781416578741,English,4754,Angels And Demons,713,503,9781416578741_44120,13646610,,2009,Pocket Books,,Bestseller Books,cd260c686207fe410e4bcfc4940946ee,,500
,,,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351067511_225808/0x1920/70/0.jpg,Harlequin,9351067513,9789351067511,English,5789,At the Count's Bidding,192,150,9789351067511_225808,44859755,,2015,Harper Collins Publishers India,,Bestseller Books,ecb14f7af4b3602b8589a34ad08111ec,,500
,['W G Sebald'],,Paperback,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780812982619_44120/0x1920/70/0.jpg,Modern Library,812982614,9780812982619,English,8095,Austerlitz,,879,9780812982619_44120,13604150,,2011,Random House Publishing Group,,Bestseller Books,a355fa7cbe240192683e3a93c91fd51e,,500
,['Caroline Fraser'],,Paperback,St Martins Press-3Pl,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780805076271_44120/0x1920/70/0.jpg,,805072543,9780805076271,English,126258,Bill Mckibben Reader,442,1342,9780805076271_44120,13559209,,2008,St Martins Press-3Pl,,Bestseller Books,a4342b7fa7b4f0783512b2e44207c63d,,500
,['Tess Gerritsen'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345497611_44120/0x1920/70/0.jpg,,345497619,9780345497611,English,4244,Bone Garden,512,462,9780345497611_44120,10046010,,2008,CRC Press,,Bestseller Books,b238b9299805b1217c8496fed1764b5a,,500
,['Chetan Bhagat'],,Paperback,Rupa Publications,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/978011110000x_25620/0x1920/70/0.jpg,,11110000,978011110000,Others,4135,Chetan Bhagat Combo of 3 Books,274,522,978011110000x_25620,12724588,,2004,Rupa Publications,,Bestseller Books,e57036a410c99c2161bbdc2ef0b361ad,,500
,['Jim Crace'],,Paperback,Pan Macmillan UK,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780330324861_116530/0x1920/70/0.jpg,,330324705,9780330324861,English,126178,Comeback,9999,299,9780330324861_116530,38158690,,2009,Quadrille Publishing,,Bestseller Books,798381af38cdb1ba83ed2beea38c0648,,500
,['Kristin Hannah'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345483799_44120/0x1920/70/0.jpg,,345483790,9780345483799,English,4244,Comfort And Joy Anover,272,462,9780345483799_44120,10046019,,2006,CRC Press,,Bestseller Books,a5a90d0b27dde2629adadbc7c0335c1d,,500
,['Neal Asher'],,Paperback,Pan Macmillan UK,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780330522076_44120/0x1920/70/0.jpg,,33052206,9780330522076,English,126178,Dark,438,809,9780330522076_44120,13614008,,2010,Pan Macmillan UK,,Bestseller Books,38458e715497fb949e2faa4ffe001b99,,500
,['Peter James'],,Paperback,Pan Macmillan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780230747241_23843/0x1920/70/0.jpg,,230747221,9780230747241,English,4117,Dead Man's Grip,544,499,9780230747241_23843,9490892,,2011,Mosby,,Bestseller Books,541816f1a59d0571a458d19b4b3dc09d,,500
,['Jill Marshall'],,Paperback,Pan Macmillan UK,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780330456777_46338/0x1920/70/0.jpg,,330456695,9780330456777,English,126178,Dead Tomorrow,500,299,9780330456777_46338,38328021,,2009,Quadrille Publishing,,Bestseller Books,30d4b9d76e4a33ba00946818054a754b,,500
,['Kresley Cole'],,Paperback,Pocket Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781439123126_44120/0x1920/70/0.jpg,,1439123128,9781439123126,English,4754,Demon From The Dark,430,420,9781439123126_44120,13588964,,2010,Pocket Books,,Bestseller Books,a76c04b2d2b107a3ca432aa641e43a2a,,500
,['Anne Mccaffrey Todd J. Mccaffrey'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345480293_44120/0x1920/70/0.jpg,,345480295,9780345480293,English,4244,Dragons Fire,432,462,9780345480293_44120,10046016,,2007,CRC Press,,Bestseller Books,e0f41049d9769441e2822d91f2906746,,500
,['Tom Robbins'],,Paperback,BANTAM US,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553349498_44120/0x1920/70/0.jpg,Bantam,55334949,9780553349498,English,8972,Even Cowgirls Get The Blues,,833,9780553349498_44120,10038793,,1990,CRC Press,,Bestseller Books,95decc4a81cc8d26e78e2325022eb7bb,,500
,['Joyce Carol Oates'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780812976540_44120/0x1920/70/0.jpg,Modern Library,812976541,9780812976540,English,4244,Expensive People,,833,9780812976540_44120,16174440,,2006,,,Bestseller Books,5f5a31e5aceca844b1c95e43c52220db,,500
,['Collins Jackie'],,Paperback,Simon & Schuster,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781849831444_193994/0x1920/70/1.jpg,,1849831440,9781849831444,Others,4226,Goddess Of Vengeance,480,499,9781849831444_193994,46784847,,2012,Simon & Schuster,,Bestseller Books,fee7e06b81c8be68fc69c5f9718ac960,,500
,['Leigh'],,Paperback,St Martin'S Press,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780312541866_44120/0x1920/70/0.jpg,,31254149,9780312541866,English,90405,Guilty Pleasure,312,787,9780312541866_44120,13646509,,2010,St Martin'S Press,,Bestseller Books,b04aabae12d7e6ad7934437d240586e0,,500
,['Tom Robbins'],,Paperback,BANTAM BOOKS,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553377873_44120/0x1920/70/0.jpg,Bantam,553377876,9780553377873,English,4746,Half Asleep In Frog Pajamas,,833,9780553377873_44120,13628050,,1995,BANTAM BOOKS,,Bestseller Books,5ccbe2b6fac2dd7d9f4dd4901df2ec1e,,500
,['Danielle Steel'],,Paperback,Transworld,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/0/00/0068_118773/0x1920/70/0.jpg,,593063090,9780593063095,English,8993,Hotel Vendome,336,550,0068_118773,48673434,,2011,Pan Macmillan India,,Bestseller Books,e40352d7fb202f9809d03d53faafc728,,458
,['Deepak Chopra'],,Hardcover,Harper Collins,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780061448737_50156/0x1920/70/0.jpg,,61448737,9780061448737,English,5790,Jesus,273,695,9780061448737_50156,9894956,,2008,AVON BOOKS,,Bestseller Books,20a63ee6337397002a4d48ce144f7950,,408
,['Philip Freeman'],,Paperback,Book Distributors,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780743278904_44120/0x1920/70/0.jpg,,740772279,9780743278904,English,127963,Jonathan Livingston Seagull,95,598,9780743278904_44120,13588882,,2006,Book Distributors,,Bestseller Books,76f1f13cdf17bf276cd8e964e6a7c987,,500
,['Joseph F. Girzone'],,Paperback,The Doubleday Religious Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780385511834_44120/0x1920/70/0.jpg,,385511833,9780385511834,English,9534,Joshva In A Troubled World,208,740,9780385511834_44120,10046074,,2006,CRC Press,,Bestseller Books,cae2cb502d837df6126a33c3c57ba0b6,,500
,['Peter F Hamilton'],,Paperback,Pan Macmillan,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781447279679_191287/0x1920/70/0.jpg,,1447279662,9781447279679,English,4117,Judas Unchained,1100,499,9781447279679_191287,38794234,,2014,Quadrille Publishing,,Bestseller Books,f191d4f026fb35eeefead516923bf387,,500
,"['Sebastian Groes', 'Peter Childs']",,Paperback,Continuum Publishing,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781441130082_191287/0x1920/70/0.jpg,,,9781441130082,English,145472,Julian Barnes: Contemporary Critical Perspectives,165,5885,9781441130082_191287,38791145,,2011,John Wiley & Sons Inc,,Bestseller Books,620980d27002f1533fcc179a8fbab457,,500
,['Rebecca Chance'],,Paperback,Simon & Schuster,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780857204868_44120/0x1920/70/0.jpg,,857204866,,Others,4226,Killer Heels,480,598,9780857204868_44120,13693738,,2012,Simon & Schuster,,Bestseller Books,d2289f0a0b5633eb0dcd3c8fd1ec6a0a,,334
,['Dilly Court'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780099562566_193994/0x1920/70/0.jpeg,,99562561,9780099562566,English,4244,Ladys Maid,512,599,9780099562566_193994,46784169,,2012,Random House,,Bestseller Books,2629d3bc7270e8b9e4a187b5416538e5,,500
,['Mariah Stewart'],,Paperback,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345492234_44120/0x1920/70/0.jpg,,345492234,9780345492234,English,4244,Last Words,384,462,9780345492234_44120,10046030,,2007,CRC Press,,Bestseller Books,e8f5a5f9d1e8327137674578111c2094,,500
,['Richard Ford'],,Paperback,Bloomsbury,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781408853498_191287/0x1920/70/0.jpg,Bloomsbury Publishing,1408853493,9781408853498,English,6281,Let Me Be Frank With You,256,399,9781408853498_191287,38787047,,2014,Quadrille Publishing,,Bestseller Books,dd7a3e4fbee58fb93b98d3531578ef66,,394
,['Erich Segal'],,Paperback,Hodder & Stoughton,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781444776966_95913/0x1920/70/0.jpeg,,1444776967,9781444776966,English,4984,Love Story,216,199,9781444776966_95913,23103588,,2012,Hodder & Stoughton,,Bestseller Books,394132b5cdd4feb29f49d2f851836390,,220
,['Erich Segal'],,Others,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781444776966_20567/0x1920/70/20.jpg,,1444776967,9781444776966,English,439730,Love Story,216,199,9781444776966_20567,2427360,,2006,Hodder & Stoughton,,Bestseller Books,70db15de2463b797afb259812d23c873,,220
,['David Rakoff'],,Hardcover,Knopf Doubleday Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780385535212_44120/0x1920/70/0.jpg,Doubleday,38553521,97812,English,6999,"Love, Dishonor, Marry, Die, Cherish, Perish",,1063,9780385535212_44120,13556738,,2013,Knopf Doubleday Publishing Group,,Bestseller Books,a7b5eb81bd0b23c5b09479169a39bdc2,,500
,['Alan Sugar'],,Paperback,Macmillan Hardback Omes,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780230750319_116530/0x1920/70/0.jpg,,230750303,9780230750319,English,46186,Manhattan In Reverse,320,499,9780230750319_116530,38105569,,2011,Quadrille Publishing,,Bestseller Books,94113d65b00e28e577114f86b6a7e539,,500
,['Abhijit Bhaduri'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788172237660_20038/0x1920/70/3.jpeg,,8172237669,9788172237660,English,439730,Married But Available,280,195,9788172237660_20038,1032211,,2008,HARPER COLLINS PUBLISHERS,,Bestseller Books,0ca9d2749280174cf6eac81a42b2136b,,
